wardname,wardcode,lganame,statename,year_month,event_count,total_fatalities,event_type_breakdown
Sabon Gari,NISMNA09,Chanchaga,Niger,2019-05,1,2,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2019-06,1,0,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2019-07,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2019-09,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2019-10,2,0,{'Protests': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-01,1,0,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-02,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-04,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-05,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-06,2,0,{'Protests': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-07,2,1,"{'Battles': 1, 'Protests': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-08,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-09,1,0,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2020-10,3,0,{'Protests': 3}
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-02,2,1,"{'Battles': 1, 'Riots': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-03,4,1,"{'Protests': 2, 'Battles': 1, 'Violence against civilians': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-04,1,0,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-05,1,1,{'Violence against civilians': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-08,2,0,{'Protests': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-09,3,0,"{'Protests': 2, 'Strategic developments': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-11,2,1,{'Violence against civilians': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2021-12,2,0,"{'Strategic developments': 1, 'Protests': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-01,2,227,"{'Riots': 1, 'Violence against civilians': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-02,2,0,"{'Protests': 1, 'Strategic developments': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-04,2,3,"{'Protests': 1, 'Explosions/Remote violence': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-05,2,0,"{'Protests': 1, 'Riots': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-06,4,2,"{'Violence against civilians': 2, 'Riots': 2}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-07,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-09,2,0,{'Protests': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-10,1,1,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2022-12,3,0,"{'Riots': 1, 'Protests': 1, 'Battles': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2023-04,1,1,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2023-06,1,0,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2023-08,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2023-09,3,1,"{'Strategic developments': 1, 'Protests': 1, 'Riots': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2023-10,1,0,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-02,1,0,{'Protests': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-04,2,2,{'Violence against civilians': 2}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-05,1,1,{'Battles': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-08,1,0,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-09,1,1,{'Riots': 1}
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-10,2,0,"{'Protests': 1, 'Riots': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-11,4,3,"{'Riots': 2, 'Violence against civilians': 1, 'Protests': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2024-12,3,3,"{'Riots': 2, 'Violence against civilians': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2025-02,2,2,"{'Violence against civilians': 1, 'Riots': 1}"
Sabon Gari,NISMNA09,Chanchaga,Niger,2025-06,1,0,{'Violence against civilians': 1}
Sabon Gari North,KD1006,Kaduna South,Kaduna,2024-08,1,0,{'Riots': 1}
Salewa,61908,Tangaza,Sokoto,2023-11,1,0,{'Battles': 1}
Salewa,61908,Tangaza,Sokoto,2023-12,1,2,{'Battles': 1}
Salewa,61908,Tangaza,Sokoto,2024-12,1,3,{'Battles': 1}
Salewa,61908,Tangaza,Sokoto,2025-05,1,13,{'Battles': 1}
Salewa,61908,Tangaza,Sokoto,2025-06,1,8,{'Explosions/Remote violence': 1}
Salka / Auna East Central,NISNAS09,Magama,Niger,2000-11,1,9,{'Battles': 1}
Salka / Auna East Central,NISNAS09,Magama,Niger,2021-06,1,1,{'Violence against civilians': 1}
Salka / Auna East Central,NISNAS09,Magama,Niger,2022-10,1,2,{'Battles': 1}
Samaga,RVSNDN07,Andoni,Rivers,2021-02,1,0,{'Violence against civilians': 1}
Samawa,80509,Bungudu,Zamfara,2021-06,1,3,{'Battles': 1}
Samonda,OYSIBN10,Ibadan North,Oyo,2022-11,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Samonda,OYSIBN10,Ibadan North,Oyo,2023-02,1,0,{'Protests': 1}
Samonda,OYSIBN10,Ibadan North,Oyo,2024-05,1,0,{'Protests': 1}
Samonda,OYSIBN10,Ibadan North,Oyo,2024-06,1,0,{'Protests': 1}
Samonda,OYSIBN10,Ibadan North,Oyo,2024-07,1,0,{'Protests': 1}
Samonda,OYSIBN10,Ibadan North,Oyo,2024-08,3,0,{'Protests': 3}
Samonda,OYSIBN10,Ibadan North,Oyo,2025-01,1,0,{'Protests': 1}
Sangana,BYSBRS10,Brass,Bayelsa,2008-09,1,0,{'Battles': 1}
Sangana,BYSBRS10,Brass,Bayelsa,2017-12,1,1,{'Violence against civilians': 1}
Sangana,BYSBRS10,Brass,Bayelsa,2023-06,1,0,{'Protests': 1}
Sangana,BYSBRS10,Brass,Bayelsa,2023-12,1,0,{'Protests': 1}
Sango,LASAGG13,Agege,Lagos,2022-05,1,1,{'Violence against civilians': 1}
Sango,OSSIRE10,Irewole,Osun,2022-07,1,1,{'Violence against civilians': 1}
Sango,OSSIRE10,Irewole,Osun,2023-01,1,0,{'Violence against civilians': 1}
Sango,OSSIRE10,Irewole,Osun,2025-02,1,1,{'Battles': 1}
Sango,OSSIRE10,Irewole,Osun,2025-03,1,0,{'Violence against civilians': 1}
Sango,OSSIRE10,Irewole,Osun,2025-05,1,0,{'Riots': 1}
Sango,OYSIBN11,Ibadan North,Oyo,2025-07,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1997-10,1,10,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1998-01,1,0,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1999-06,3,103,"{'Violence against civilians': 2, 'Battles': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1999-07,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1999-08,1,200,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,1999-10,1,0,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2004-04,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2011-04,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2012-04,1,11,{'Explosions/Remote violence': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2012-05,1,5,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2012-08,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2012-10,1,1,{'Explosions/Remote violence': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2012-12,1,1,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2013-02,1,2,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2013-11,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2014-06,1,10,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2014-07,1,14,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2015-01,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2015-04,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2015-07,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2015-11,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2016-12,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2017-03,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2017-06,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2017-11,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2017-12,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2018-04,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2018-05,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2018-06,2,0,"{'Strategic developments': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2018-07,2,0,{'Riots': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2018-10,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-02,3,4,"{'Violence against civilians': 1, 'Protests': 1, 'Riots': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-03,3,14,{'Violence against civilians': 3}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-06,4,2,"{'Violence against civilians': 2, 'Protests': 1, 'Riots': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-07,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-09,2,0,"{'Strategic developments': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-10,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-11,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2019-12,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-01,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-02,2,0,{'Violence against civilians': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-04,1,0,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-06,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-07,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-08,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-10,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-11,1,2,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2020-12,2,1,{'Violence against civilians': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-01,1,2,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-02,2,1,{'Violence against civilians': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-03,2,0,"{'Riots': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-04,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-05,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-07,2,0,"{'Riots': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-08,1,1,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-09,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-10,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-11,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2021-12,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-02,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-03,1,1,{'Battles': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-05,3,0,"{'Riots': 2, 'Explosions/Remote violence': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-07,5,4,"{'Violence against civilians': 2, 'Protests': 2, 'Battles': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-10,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2022-11,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-01,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-03,2,2,"{'Battles': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-05,1,0,{'Explosions/Remote violence': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-07,2,3,"{'Violence against civilians': 1, 'Battles': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-08,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-09,3,0,"{'Violence against civilians': 2, 'Riots': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-10,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2023-11,3,1,"{'Riots': 1, 'Battles': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-01,4,7,"{'Battles': 2, 'Violence against civilians': 2}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-02,1,0,{'Protests': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-03,1,0,{'Riots': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-08,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-09,2,0,{'Protests': 2}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-11,1,0,{'Violence against civilians': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2024-12,2,2,"{'Battles': 1, 'Violence against civilians': 1}"
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2025-01,1,0,{'Strategic developments': 1}
Sarkin Dawaki,TRSJAL05,Jalingo,Taraba,2025-07,1,0,{'Protests': 1}
Sarkin Kudu 3,TRSBBB10,Ibi,Taraba,2012-10,1,3,{'Explosions/Remote violence': 1}
Sarkin Zamfara A,61708,Sokoto South,Sokoto,2021-05,1,1,{'Battles': 1}
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2020-10,1,0,{'Riots': 1}
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2021-02,1,1,{'Battles': 1}
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2022-07,1,0,{'Battles': 1}
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2023-09,1,1,{'Violence against civilians': 1}
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2025-01,2,1,"{'Violence against civilians': 1, 'Strategic developments': 1}"
Seriki / Tokede / Elerin C,OSSION10,Irepodun,Osun,2025-03,1,0,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,1997-07,1,1,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,1997-08,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1997-09,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1998-01,1,0,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,1998-04,2,9,"{'Battles': 1, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,1998-05,1,30,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,1998-09,1,13,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1998-11,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1999-04,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1999-05,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,1999-06,1,1,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,1999-09,1,4,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,1999-11,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2000-02,8,948,"{'Battles': 4, 'Strategic developments': 2, 'Protests': 2}"
Shaba,KD0908,Kaduna North,Kaduna,2000-03,3,6,"{'Violence against civilians': 1, 'Protests': 1, 'Strategic developments': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2000-04,2,1,"{'Riots': 1, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2000-05,7,302,"{'Battles': 3, 'Riots': 2, 'Violence against civilians': 1, 'Strategic developments': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2001-05,1,11,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2001-12,2,0,{'Violence against civilians': 2}
Shaba,KD0908,Kaduna North,Kaduna,2002-11,4,250,"{'Riots': 3, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2003-10,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2004-09,1,0,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,2007-07,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2008-01,1,0,{'Riots': 1}
Shaba,KD0908,Kaduna North,Kaduna,2009-01,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2009-04,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2009-09,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2010-01,1,0,{'Riots': 1}
Shaba,KD0908,Kaduna North,Kaduna,2010-02,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2010-07,1,7,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2010-09,1,1,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2011-01,1,0,{'Riots': 1}
Shaba,KD0908,Kaduna North,Kaduna,2011-04,8,91,"{'Violence against civilians': 3, 'Explosions/Remote violence': 2, 'Riots': 2, 'Battles': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2011-06,1,0,{'Strategic developments': 1}
Shaba,KD0908,Kaduna North,Kaduna,2011-08,1,1,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2012-01,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2012-02,3,1,"{'Battles': 2, 'Explosions/Remote violence': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2012-03,1,0,{'Strategic developments': 1}
Shaba,KD0908,Kaduna North,Kaduna,2012-04,3,50,{'Explosions/Remote violence': 3}
Shaba,KD0908,Kaduna North,Kaduna,2012-05,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2012-06,7,80,"{'Battles': 3, 'Strategic developments': 1, 'Riots': 1, 'Violence against civilians': 1, 'Explosions/Remote violence': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2012-07,2,1,"{'Violence against civilians': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2012-08,3,5,{'Explosions/Remote violence': 3}
Shaba,KD0908,Kaduna North,Kaduna,2012-09,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2012-10,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2013-01,1,2,{'Battles': 1}
Shaba,KD0908,Kaduna North,Kaduna,2013-05,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2013-06,1,0,{'Explosions/Remote violence': 1}
Shaba,KD0908,Kaduna North,Kaduna,2013-07,2,0,"{'Protests': 1, 'Battles': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2013-09,2,0,{'Protests': 2}
Shaba,KD0908,Kaduna North,Kaduna,2013-10,3,2,"{'Battles': 2, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2013-11,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2013-12,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-03,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-04,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2014-05,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-06,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-07,1,0,{'Explosions/Remote violence': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-08,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-09,3,1,"{'Protests': 2, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2014-10,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2014-12,2,0,{'Protests': 2}
Shaba,KD0908,Kaduna North,Kaduna,2015-01,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2015-02,2,8,{'Protests': 2}
Shaba,KD0908,Kaduna North,Kaduna,2015-03,1,0,{'Riots': 1}
Shaba,KD0908,Kaduna North,Kaduna,2015-05,2,0,"{'Riots': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2015-06,2,1,"{'Riots': 1, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2015-07,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2015-08,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2015-09,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2015-12,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2016-01,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2016-02,4,0,{'Protests': 4}
Shaba,KD0908,Kaduna North,Kaduna,2016-03,3,0,{'Protests': 3}
Shaba,KD0908,Kaduna North,Kaduna,2016-04,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2016-06,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2016-07,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2016-08,2,0,{'Protests': 2}
Shaba,KD0908,Kaduna North,Kaduna,2016-11,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2016-12,1,0,{'Violence against civilians': 1}
Shaba,KD0908,Kaduna North,Kaduna,2017-01,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2017-02,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2017-04,3,0,{'Protests': 3}
Shaba,KD0908,Kaduna North,Kaduna,2017-05,2,0,"{'Protests': 1, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-06,3,1,"{'Protests': 2, 'Violence against civilians': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-07,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-08,5,0,"{'Protests': 4, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-10,2,0,"{'Riots': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-11,2,0,"{'Riots': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2017-12,2,0,"{'Violence against civilians': 1, 'Strategic developments': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-01,3,2,"{'Protests': 2, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-04,3,0,{'Protests': 3}
Shaba,KD0908,Kaduna North,Kaduna,2018-05,2,0,"{'Protests': 1, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-06,3,1,"{'Protests': 2, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-07,2,1,"{'Strategic developments': 1, 'Riots': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-08,3,0,"{'Protests': 2, 'Strategic developments': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-10,7,8,"{'Strategic developments': 3, 'Battles': 3, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2018-11,3,6,{'Battles': 3}
Shaba,KD0908,Kaduna North,Kaduna,2019-02,4,2,"{'Protests': 3, 'Battles': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2019-04,2,9,"{'Protests': 1, 'Battles': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2019-05,4,2,{'Riots': 4}
Shaba,KD0908,Kaduna North,Kaduna,2019-07,3,0,{'Protests': 3}
Shaba,KD0908,Kaduna North,Kaduna,2019-08,3,1,"{'Violence against civilians': 2, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2019-09,5,3,"{'Protests': 3, 'Riots': 2}"
Shaba,KD0908,Kaduna North,Kaduna,2019-10,4,5,"{'Violence against civilians': 2, 'Protests': 1, 'Explosions/Remote violence': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2019-11,3,0,{'Protests': 3}
Shaba,KD0908,Kaduna North,Kaduna,2020-01,3,6,"{'Violence against civilians': 1, 'Battles': 1, 'Protests': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2020-03,2,8,{'Riots': 2}
Shaba,KD0908,Kaduna North,Kaduna,2020-04,3,4,"{'Riots': 2, 'Battles': 1}"
Shaba,KD0908,Kaduna North,Kaduna,2020-05,2,3,{'Violence against civilians': 2}
Shaba,KD0908,Kaduna North,Kaduna,2020-06,1,0,{'Protests': 1}
Shaba,KD0908,Kaduna North,Kaduna,2020-07,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
